Subject,Dataset,Tweet ID,URL,Content,Author ID,Author Username,Author Blue Verified (T/F),Followers,Author Location,Likes,Views,Date,Original User Sentiment
Keir Starmer (UK PM),codomain,1976323065018712422,https://x.com/elliotbsmith/status/1976323065018712422,"RT @ValentinaForUSA: I will end islam in Texas. 

These muslims raped Europe into submission, so I won’t let this happen in America when I…",1546973125,elliotbsmith,True,333,,26773,311950,"October 9, 2025 at 04:25 PM",Negative
Keir Starmer (UK PM),codomain,1976321587113754858,https://x.com/elliotbsmith/status/1976321587113754858,RT @Coskun78139987: I'll be in court tomorrow (October 10) for burning the Quran. I want to be hopeful. I believe there are judges in the U…,1546973125,elliotbsmith,True,333,,12078,299739,"October 9, 2025 at 04:19 PM",Negative
Keir Starmer (UK PM),codomain,1976321345949708694,https://x.com/elliotbsmith/status/1976321345949708694,RT @AmyMek: Islamophobe: a non-Muslim who knows more about Islam than they are supposed to know.,1546973125,elliotbsmith,True,333,,3822,28681,"October 9, 2025 at 04:18 PM",Negative
Keir Starmer (UK PM),codomain,1975766711199764936,https://x.com/elliotbsmith/status/1975766711199764936,"RT @Basil_TGMD: 🚨BREAKING: MAN ARRESTED FOR ARSON ATTACK ON MOSQUE IS MUSLIM

43-year-old, Arif Ali Rafiq has been charged in connection wi…",1546973125,elliotbsmith,True,333,,26839,756902,"October 8, 2025 at 03:34 AM",Negative
Keir Starmer (UK PM),codomain,1975762597958807739,https://x.com/elliotbsmith/status/1975762597958807739,"RT @ACTBrigitte: The United States should not be importing people from countries who hate us.

Somalia
Afghanistan
Gaza/Palestine
Iran
Syri…",1546973125,elliotbsmith,True,333,,45129,688609,"October 8, 2025 at 03:18 AM",Negative
Keir Starmer (UK PM),codomain,1975760824393199629,https://x.com/elliotbsmith/status/1975760824393199629,RT @LozzaFox: Fuck Allah and fuck Islam.,1546973125,elliotbsmith,True,333,,16428,358903,"October 8, 2025 at 03:11 AM",Negative
Keir Starmer (UK PM),codomain,1975356794735394896,https://x.com/elliotbsmith/status/1975356794735394896,"RT @TRobinsonNewEra: So it's now been revealed, the Manchester synagogue islamic terrorist, Jihad Al-Shamie, 'groomed' an 18-year-old colle…",1546973125,elliotbsmith,True,333,,24486,1018212,"October 7, 2025 at 12:25 AM",Negative
Keir Starmer (UK PM),codomain,1975356727114764456,https://x.com/elliotbsmith/status/1975356727114764456,"RT @EvacTony: Left, Muslim extremist openly calling for Jihad just a few miles from my house, making me feel unsafe for my family and angry…",1546973125,elliotbsmith,True,333,,13562,215499,"October 7, 2025 at 12:25 AM",Negative
Keir Starmer (UK PM),codomain,1975600176740852115,https://x.com/elliotbsmith/status/1975600176740852115,RT @patcondell: Mass immigration is making it about skin colour whether we like it or not. White people are 10% of the world’s population.…,1546973125,elliotbsmith,True,333,,9443,216376,"October 7, 2025 at 04:32 PM",Negative
Keir Starmer (UK PM),codomain,1975600057089954233,https://x.com/elliotbsmith/status/1975600057089954233,RT @Adamental2: I’m so fucking sick and tired of everyone telling white people to be inclusive and tolerant when no one is inclusive or tol…,1546973125,elliotbsmith,True,333,,55354,1207851,"October 7, 2025 at 04:32 PM",Negative
Keir Starmer (UK PM),codomain,1975574045275136289,https://x.com/elliotbsmith/status/1975574045275136289,RT @elonmusk: Actually happening every day,1546973125,elliotbsmith,True,333,,360489,31199266,"October 7, 2025 at 02:48 PM",Negative
Keir Starmer (UK PM),codomain,1976324993916207386,https://x.com/MillieSansoye/status/1976324993916207386,"RT @Artemisfornow: Ah… coming thick and fast now. Just for your safety and convenience.

I did tell you. https://t.co/bpssQSJgNc",3224829778,MillieSansoye,False,1463,"London, England",1410,15417,"October 9, 2025 at 04:32 PM",Negative
Keir Starmer (UK PM),codomain,1976324703804670338,https://x.com/MillieSansoye/status/1976324703804670338,"RT @BBCBreaking: Only man to appeal against conviction for raping Gisèle Pelicot has sentence increased to 10 years
https://t.co/nsvrzsxgRE",3224829778,MillieSansoye,False,1463,"London, England",6517,313689,"October 9, 2025 at 04:31 PM",Negative
Keir Starmer (UK PM),codomain,1976318981297291771,https://x.com/MillieSansoye/status/1976318981297291771,"RT @RealCarlVernon: I hate to break it to you Keir, but lots of people already worked that out.

Which is why they say NO! https://t.co/k2x…",3224829778,MillieSansoye,False,1463,"London, England",1764,16124,"October 9, 2025 at 04:08 PM",Negative
Keir Starmer (UK PM),codomain,1976318127878324695,https://x.com/MillieSansoye/status/1976318127878324695,RT @libsoftiktok: BREAKING: David Mazzariego who has 33 prior arrests beat a man to death by the NYC subway because the man held a door ope…,3224829778,MillieSansoye,False,1463,"London, England",24365,1092597,"October 9, 2025 at 04:05 PM",Negative
Keir Starmer (UK PM),codomain,1976296604110815372,https://x.com/MillieSansoye/status/1976296604110815372,"RT @TheGriftReport: SADIQ KHAN HAS BEEN EXPOSED!!!

Susan Hall calls out Sadiq Khan for failing to call out antisemitic protests in Londons…",3224829778,MillieSansoye,False,1463,"London, England",4904,124610,"October 9, 2025 at 02:40 PM",Negative
Keir Starmer (UK PM),codomain,1976101721253478485,https://x.com/MrSallyTomato/status/1976101721253478485,"RT @StopAntisemites: A Montreal airport bus driver threatened to “decapitate a family of Jews like Hamas.”

Before exiting the bus, the fam…",273204856,MrSallyTomato,False,1215,Corner of Pork & Beans,12393,360623,"October 9, 2025 at 01:45 AM",Negative
Keir Starmer (UK PM),codomain,1975326062130110525,https://x.com/utdmu/status/1975326062130110525,"RT @Togetherdec: 🚨This Govt is hell-bent on forcing Digital ID on us all

From November, they want to force 8 MILLION Company Directors int…",196607621,utdmu,False,127,England ,3052,114629,"October 6, 2025 at 10:23 PM",Negative
Keir Starmer (UK PM),codomain,1976127558363025548,https://x.com/zero_xof/status/1976127558363025548,"RT @LibertyLockPod: I don't hate Muslims and I don't hate jews. Also, I don't want to live under Sharia law nor do I want to live under the…",1834693549020839936,zero_xof,False,54,28,9859,108097,"October 9, 2025 at 03:28 AM",Negative
Keir Starmer (UK PM),codomain,1975950963350622607,https://x.com/zero_xof/status/1975950963350622607,RT @GSMFlotilla: THE WHOLE WORLD IS PROTESTING EVERYDAY IN ALMOST EVERY MAJOR CITY ON EARTH AGAINST ONE SINGLE STATE. IF THAT DOESN'T MAKE…,1834693549020839936,zero_xof,False,54,28,11804,103812,"October 8, 2025 at 03:46 PM",Negative
Keir Starmer (UK PM),codomain,1919988954826154172,https://x.com/kabiiraspeaking/status/1919988954826154172,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,40,"May 7, 2025 at 05:33 AM",Negative
Keir Starmer (UK PM),codomain,1919925054650884348,https://x.com/kabiiraspeaking/status/1919925054650884348,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,9,"May 7, 2025 at 01:19 AM",Negative
Keir Starmer (UK PM),codomain,1926477202759070053,https://x.com/kabiiraspeaking/status/1926477202759070053,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,18,"May 25, 2025 at 03:15 AM",Negative
Keir Starmer (UK PM),codomain,1925030448260120611,https://x.com/kabiiraspeaking/status/1925030448260120611,😂😂😂,926354922903191552,kabiiraspeaking,False,284,,0,6,"May 21, 2025 at 03:26 AM",Negative
Keir Starmer (UK PM),codomain,1918185157988692424,https://x.com/kabiiraspeaking/status/1918185157988692424,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,12,"May 2, 2025 at 06:05 AM",Negative
Keir Starmer (UK PM),codomain,1922680481767665917,https://x.com/kabiiraspeaking/status/1922680481767665917,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,11,"May 14, 2025 at 03:48 PM",Negative
Keir Starmer (UK PM),codomain,1922244305881616755,https://x.com/kabiiraspeaking/status/1922244305881616755,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,5,"May 13, 2025 at 10:55 AM",Negative
Keir Starmer (UK PM),codomain,1931948921296933120,https://x.com/kabiiraspeaking/status/1931948921296933120,😂,926354922903191552,kabiiraspeaking,False,284,,1,22,"June 9, 2025 at 05:38 AM",Negative
Keir Starmer (UK PM),codomain,1931915858722304391,https://x.com/kabiiraspeaking/status/1931915858722304391,😄😄,926354922903191552,kabiiraspeaking,False,284,,0,5,"June 9, 2025 at 03:26 AM",Negative
Keir Starmer (UK PM),codomain,1934848952857198854,https://x.com/kabiiraspeaking/status/1934848952857198854,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,12,"June 17, 2025 at 05:41 AM",Negative
Keir Starmer (UK PM),codomain,1959110297912058218,https://x.com/kabiiraspeaking/status/1959110297912058218,😄😄,926354922903191552,kabiiraspeaking,False,284,,0,10,"August 23, 2025 at 04:27 AM",Negative
Keir Starmer (UK PM),codomain,1951077519131902269,https://x.com/kabiiraspeaking/status/1951077519131902269,😄😄,926354922903191552,kabiiraspeaking,False,284,,0,4,"August 1, 2025 at 12:28 AM",Negative
Keir Starmer (UK PM),codomain,1909064959398482434,https://x.com/kabiiraspeaking/status/1909064959398482434,😂😂😂,926354922903191552,kabiiraspeaking,False,284,,0,28,"April 7, 2025 at 02:05 AM",Negative
Keir Starmer (UK PM),codomain,1907974877166055709,https://x.com/kabiiraspeaking/status/1907974877166055709,😂😂,926354922903191552,kabiiraspeaking,False,284,,0,6,"April 4, 2025 at 01:53 AM",Negative
Keir Starmer (UK PM),codomain,1975127121845768253,https://x.com/lords0505/status/1975127121845768253,"RT @truckdriverpleb: Japan's new female Prime Minister is a hardcore nationalist

Her plan is to put a stop to immigration and deport all i…",4474085055,lords0505,False,357,Planet earth,221455,3452524,"October 6, 2025 at 09:12 AM",Negative
Keir Starmer (UK PM),codomain,1974911545751818378,https://x.com/lords0505/status/1974911545751818378,"RT @TRobinsonNewEra: Our Message to Keir Starmer: You Don’t Speak for Us.

The people have had enough. At the UTK Freedom of Speech Rally 2…",4474085055,lords0505,False,357,Planet earth,29883,267663,"October 5, 2025 at 06:56 PM",Negative
Keir Starmer (UK PM),codomain,1973850374638653536,https://x.com/lords0505/status/1973850374638653536,"RT @LBC: 'Keir Starmer won't be able to see it, but he'll definitely be able to hear it.'
 
A violent protest has broken out at the gates o…",4474085055,lords0505,False,357,Planet earth,13876,2963178,"October 2, 2025 at 08:39 PM",Negative
Keir Starmer (UK PM),codomain,1970306387176509790,https://x.com/issy383/status/1970306387176509790,#StarmerOut,261696314,issy383,False,470,Northern Ireland,0,32,"September 23, 2025 at 01:57 AM",Negative
Keir Starmer (UK PM),codomain,1976320706981032303,https://x.com/ReadIndyan/status/1976320706981032303,"RT @narendramodi: India-UK friendship is on the move and is filled with great vigour! 

A picture from earlier today, when my friend PM Sta…",78060329,ReadIndyan,True,704,Somewhere on the shores !!,32959,684157,"October 9, 2025 at 04:15 PM",Negative
Keir Starmer (UK PM),codomain,1976314021499551920,https://x.com/ReadIndyan/status/1976314021499551920,"RT @narendramodi: Spoke to my friend, President Trump and congratulated him on the success of the historic Gaza peace plan. Also reviewed t…",78060329,ReadIndyan,True,704,Somewhere on the shores !!,22153,1015712,"October 9, 2025 at 03:49 PM",Negative
Keir Starmer (UK PM),codomain,1976309764759150716,https://x.com/ReadIndyan/status/1976309764759150716,"RT @nbramllb: No Chief Ministers Mother in India should be abused this way, be it Revanth Reddy family or Yogi Adityanath family….

My requ…",78060329,ReadIndyan,True,704,Somewhere on the shores !!,2530,148714,"October 9, 2025 at 03:32 PM",Negative
Keir Starmer (UK PM),codomain,1976323812049498474,https://x.com/Peteuk001/status/1976323812049498474,RT @PaulPitt1967: Ground zero for just about everything that went wrong in this country 🍺🚬 https://t.co/5CSWyrJOEc,248794292,Peteuk001,False,1711,Paignton Devon,7513,95135,"October 9, 2025 at 04:28 PM",Negative
Keir Starmer (UK PM),codomain,1976321341398913249,https://x.com/Peteuk001/status/1976321341398913249,"RT @visegrad24: BREAKING:

Meloni introduces new bill to combat “Islamist &amp; cultural separatism”

- Full burqa and niqab ban in all public…",248794292,Peteuk001,False,1711,Paignton Devon,43065,880608,"October 9, 2025 at 04:18 PM",Negative
Keir Starmer (UK PM),codomain,1976321247853350933,https://x.com/Peteuk001/status/1976321247853350933,"RT @Suffragent_: NEW‼️Bankrupt Birmingham Council is spending thousands on a taskforce to tear down 'unauthorised' flags.

Patrol officers…",248794292,Peteuk001,False,1711,Paignton Devon,3413,62150,"October 9, 2025 at 04:17 PM",Negative
Keir Starmer (UK PM),codomain,1975859059036192806,https://x.com/Peteuk001/status/1975859059036192806,"RT @TruthFairy131: 🔥 WARNING 🔥

Welsh parents were branded racist for objecting to an unannounced Islam lesson at a Swansea primary school.…",248794292,Peteuk001,False,1711,Paignton Devon,42501,1415841,"October 8, 2025 at 09:41 AM",Negative
Keir Starmer (UK PM),codomain,1975845562126946665,https://x.com/Peteuk001/status/1975845562126946665,"RT @IAmBritishReal: This is sacred British heritage church grounds. 

Firstly Muslims should not be allowed to gather to pray there, and se…",248794292,Peteuk001,False,1711,Paignton Devon,7301,110064,"October 8, 2025 at 08:47 AM",Negative
Keir Starmer (UK PM),codomain,1975946364652753321,https://x.com/Peteuk001/status/1975946364652753321,"RT @PeterSweden7: Britain now has the most number of r*pes in Europe.

Sweden has the second most number of r*pes in Europe.

What went wro…",248794292,Peteuk001,False,1711,Paignton Devon,56854,1279332,"October 8, 2025 at 03:28 PM",Negative
Keir Starmer (UK PM),codomain,1975598269544681730,https://x.com/Peteuk001/status/1975598269544681730,"RT @realrikkidoolan: We are absolutely expecting you to act on this @nottspolice. 

It’s a clear incitement to violence, it happened in you…",248794292,Peteuk001,False,1711,Paignton Devon,14669,238319,"October 7, 2025 at 04:25 PM",Negative
Keir Starmer (UK PM),codomain,1975598171763208655,https://x.com/Peteuk001/status/1975598171763208655,"RT @DavidPoulden: I say the London Trocadero should NOT be turned into a MOSQUE.
Drop a ❤️ retweet and follow me if you agree. https://t.co…",248794292,Peteuk001,False,1711,Paignton Devon,12151,157699,"October 7, 2025 at 04:24 PM",Negative
Keir Starmer (UK PM),codomain,1975598132906897666,https://x.com/Peteuk001/status/1975598132906897666,"RT @Basil_TGMD: 🚨BREAKING: MAN ARRESTED FOR ARSON ATTACK ON MOSQUE IS MUSLIM

43-year-old, Arif Ali Rafiq has been charged in connection wi…",248794292,Peteuk001,False,1711,Paignton Devon,26839,756905,"October 7, 2025 at 04:24 PM",Negative
Keir Starmer (UK PM),codomain,1975597560745369809,https://x.com/Peteuk001/status/1975597560745369809,"RT @benonwine: I’m sorry but anyone who arrives in Britain Illegally, as soon as they step on British soil is a CRIMINAL and needs to be tr…",248794292,Peteuk001,False,1711,Paignton Devon,9081,79834,"October 7, 2025 at 04:22 PM",Negative
